77015359David          Masson     6001945
61643938Jessica        Nicolas    5449510
41715191Jean-Michel    Jean       7307715
88579116Danielle       Giraud     4414745
18516247Claudine       Leroux     1130910
88604827Delphine       Gerard     5932115
26685513Pierre         Delaunay   8204940
08312288Marine         Nicolas    5030215
52519261Helene         Charles    1474910
21043396Claire         Tessier    4623630
27062160Francois       Cousin     6331345
48855116Gilles         Marie      1403125
77196295Justine        Philippe   0228215
70480996Florence       Breton     7925140
78250608Stephane       Gilbert    9408115
98078022Karine         Robert     8931510
17012105Alexandre      Lambert    8511610
06516517Romain         Brun       6329250
43144488Amelie         Garcia     4906150
82296060Laurence       Jacquet    6031240
29353559Clement        Riviere    5946745
68944821Michael        Leblanc    0406220
95061842Caroline       Simon      8845740
13831091Joel           Garcia     8530415
72795271Emma           Richard    8934625
10618732Stephane       Carpentier 0833535
40424394Sebastien      Laporte    5519735
31148347Angelique      Collet     2728530
62589232Alexis         Morel      5549515
00790922Muriel         Arnaud     1420050
24683068Clement        Martin     7012425
35109360Mathieu        Jacob      9501245
94993822Myriam         Menard     3213910
79127728Emma           Joly       5038840
92875316Myriam         Boulanger  5163615
90422544Eric           Breton     0727030
94281893Pauline        Philippe   0264130
13171421Pascale        Rodriguez  3321045
09861619Laure          Hamon      5312440
77685245Fabrice        Robert     1209025
86697369Christian      Lemoine    6744920
21832264Baptiste       Lucas      5049740
91535476Emmanuel       Julien     0610245
67619898Sandrine       Renault    3947720
86942863Amandine       Hamon      4202515
62133219Sandra         Berger     6134810
32216402Anne           Marchal    5534710
16414117Enzo           Leroux     3156930
04914690Loic           Bailly     2823050
32676569Alain          Besson     3817525
72152910Serge          Laurent    0248420
46490937Jeremy         Rolland    6065045
31651442Yannis         Poirier    3951450
31487098Joel           Benard     7603050
94834225Stephanie      Brunet     5216915
96100925Florian        Guerin     1227120
01918823Fabienne       Hoarau     5745325
33541933Emmanuelle     Renard     5619840
66895471Philippe       Fontaine   0709650
50284958Patrick        Clement    7307620
09236131Maxime         Guillaume  7226830
72181194Nicolas        Tessier    3414935
66729197Agnes          Lemoine    5028945
02280283Daniel         Deschamps  9206445
26932097Pascal         Besson     2520210
60169338Pascal         Rodriguez  2171315
93258275Amelie         Bertrand   6051740
29622637Cecile         Clement    0133930
81377293Bernadette     Renaud     8942450
56452696Cecile         Picard     2443550
75249161Damien         Gerard     2634725
93281334Denis          Blanchard  7147015
89501135Morgane        Poulain    4723610
70081647Quentin        Dupuis     7119825
17824067Rene           Weber      0706415
43525420Pascal         Poirier    7417350
11367500Michele        Guillaume  1000920
09654960Agnes          Roussel    4516240
78046790Anais          Martin     6017520
30302648Frederic       Pichon     6122035
44703324Denis          Lopez      5623315
04144405Claude         Lecomte    5113010
75653188Georges        Moulin     5751115
84727063Benoit         Durand     3529325
04393210Karine         Delaunay   2011335
63336647Sabrina        Guillot    6428535
95259534Sandra         Julien     3013520
96151941Christine      Gillet     2769750
90225645Stephanie      Perrier    6286320
44498300Marine         Bouvier    1476430
68233533Florence       Bonnet     4308910
05781635Gilles         Bertrand   2513720
92205978Sabrina        Richard    3414350
91957440Sylvain        Charpentier4704425
75422940Marine         Rey        8940545
15598420Brigitte       Delaunay   2637830
04720278Clara          Garcia     6816225
76292017Matthieu       Hubert     6065835
77360698Thomas         Durand     4314440
94741308Laurence       Germain    3714420
48932584Benoit         Muller     2709245
70272182Angelique      Klein      5904310
18218172Vanessa        Royer      0332125
58327865Fabien         Boulanger  7839630
62897659Cyril          Meunier    4109010
16181573Pierre         Carlier    6905035
44472013Laure          Barbier    6055510
96581183Laurence       Millet     6306615
16006637Remi           Rey        4720415
08810101Mathilde       Le Roux    8717635
39107533Christian      Vasseur    2617315
39449014Josiane        Lamy       4613840
44492792Carole         Humbert    4126350
95296199Carole         Collin     0711750
97306114Melanie        Masson     3214425
23928330Nicole         Blanc      5605250
33470816Cecile         Guyot      3907840
23209454Pauline        Barthelemy 8524040
80417789Francis        Riviere    7024235
23441679Didier         Collet     8806315
58066807Evelyne        Meunier    6715230
22236205Ines           Marchand   7803440
53531136Julie          Dupuy      3500825
23875166Pascal         Bouchet    1923920
93780174Fabrice        Rousseau   7841315
44283796Yannick        Brunet     6227640
63232020Isabelle       Leger      3108515
84892435Nathalie       Hoarau     1637810
58777058Dominique      Fontaine   1215320
33046985Guy            Deschamps  6725740
74617565Jerome         Faure      1715345
69949299Laure          Mallet     6424130
20204903Mathilde       Vincent    2746730
67621841Chloe          Collin     5237825
42476029Mickael        Blanchard  3230210
96334222Jean-Luc       Dubois     2738650
86365491Bernard        Grondin    6424215
04186499Anthony        Philippe   8912345
17203181Claude         Remy       0926945
82357600Sylvie         Rey        2210840
02563262Cedric         Barre      3427835
75655668Laure          Picard     7222110
38171029Francoise      Lamy       3938050
00012941Jonathan       Rodriguez  2605030
93840301Georges        Simon      6705725
54777607Emma           Picard     0233215
47820949Pierre         Laporte    8704030
28455899Philippe       Arnaud     2016130
31345198Oceane         Rousseau   3953910
67057585Lucie          Etienne    6240730
66743645Corinne        Colin      7922630
76200862Remi           Lemaire    0410645
58179560Pascal         Maillard   6283135
33103345Patricia       Germain    0727910
16871319Daniel         Weber      7404145
22626383Thierry        Charles    0129815
66041220Francois       Langlois   2811330
95361262Sandra         Pelletier  5039520
72905457Yves           Mallet     3022130
21062857Didier         Dubois     5525215
19040400Christiane     Daniel     8414310
34721298Sebastien      Etienne    2618750
80604740Elisabeth      Blanc      2726825
93485852Carole         Roux       8051650
97041477Brigitte       Le Roux    1572515
95253813Elodie         Moulin     6217130
33224562Bruno          Marechal   6925430
44143535Marion         Humbert    9558225
85471154Ines           Le Roux    1121510
26158316Matthieu       Laporte    3104140
42268099Kevin          Clement    6535950
40330886Marine         Huet       4728125
31781157Christelle     Rolland    1613840
81451682Herve          Deschamps  7631640
09903284Aurelie        Thomas     0023640
84914804Anais          Poirier    2746740
04381161Michel         Weber      7312925
37081663Marine         Lacroix    6130910
17524069Alexandre      Durand     8510230
80519477Bernadette     Leroy      7228420
65916530Lucas          Renaud     7236230
39826330Paul           Chauvin    4620235
60197745Jean-Pierre    Antoine    3030145
89721608Fanny          Roux       1006825
25398246Pierre         David      5960830
07790254Julie          Pichon     1121045
78813097Guy            Laurent    8902440
81025221Laura          Fabre      6736425
21888816Benjamin       Colin      6409335
41014271Vanessa        Boulanger  6753620
13363126Loic           Le Roux    1227720
33452146Dominique      Menard     1451045
24897586Danielle       Adam       3534625
53552305Vanessa        Rodriguez  2839645
38611427Julie          Perrin     7112050
48076270Jean-Claude    Fontaine   6276815
45018731Arnaud         Prevost    5305325
19966291Julie          Remy       1923035
85421967Christiane     Monnier    8414950
46336790Mireille       Breton     1636040
70621833Justine        Lemaitre   2035215
57660628Isabelle       Caron      1445440
34817564Genevieve      Poirier    6040025
77859060Jeremy         Andre      5625845
85164216Jean-Paul      Barthelemy 3207725
57470620Yannis         Renaud     3825440
55641587Antoine        Moreau     3710740
45262060Marine         Schneider  4306140
99722133Hugo           Guyot      0210550
34189210Manon          Marechal   7659420
22536550Julie          Bailly     0823910
50686998Emmanuelle     Marechal   2750410
48709414Adrien         Adam       4815320
94873108Serge          Guerin     5821020
95439545Nadine         Muller     6706930
57161628Gerard         Tessier    5519835
39202850Marine         Richard    5929440
32095948Claire         Klein      1472850
48880966Agnes          Gaillard   7152640
70293521Christiane     Monnier    6301550
93620378Jacqueline     Millet     8521145
95946859Josiane        Vidal      4909235
70696029Stephane       Remy       7922030
48459285Martine        Marie      3526015
15149589Quentin        Richard    3719235
58934858Benjamin       Leger      4115250
81797175Aurelie        Robin      3230915
31031541Morgane        Laurent    5319050
31902615Christiane     Jacquet    7641030
34039073Julien         Charles    0903745
89057327Sonia          Leclerc    5810345
82260226Antoine        Carpentier 5018035
75996408Serge          Millet     0734650
28697516Jocelyne       Perret     5537410
69413986Valerie        Da Silva   1201750
92823410Matthieu       Bertin     2702715
74940374Eric           Schneider  6512550
32126138Lucas          Philippe   6276640
60816889Sabrina        Le Gall    7752620
40453026Xavier         Lejeune    5902845
06651836Anne           Petit      0138425
64722244Virginie       Henry      2204030
83928423Danielle       Cousin     5776135
16494431Philippe       Daniel     2224610
70616243Genevieve      Lemaire    2746710
89745557Jean-Claude    Antoine    5540735
96939549Delphine       Michaud    1601725
46954453Sandra         Marty      2031830
54401220Annie          Roussel    5755810
92311834Herve          Leger      0242120
09486734Arnaud         Mallet     9124010
13469182Maxime         Pasquier   6345450
16920255Sophie         Leger      5009620
95023773Maryse         Michaud    2765350
71434187Pascal         Henry      7020610
95108960Evelyne        Simon      5136930
47685730Yves           Pelletier  8835130
49842273Thierry        Lejeune    0416130
79240926Ines           Noel       5033915
15250782Jacques        Gaillard   5254140
78878980Lucie          Martinez   6929545
60775582Annie          Colin      3242140
75268929Sabrina        Girard     3148745
93609826Yannick        Charpentier1454510
40309825Valerie        Martin     6226310
44420783Daniel         Meunier    8007745
65657764Melanie        Gautier    8504540
29002209Fanny          Guichard   4118910
06109062Thierry        Millet     5529820
87298086Anne-marie     Perret     5032840
39076216Danielle       Boulanger  7310315
97944583Andre          Leroy      3306945
87073870Lucas          Perrot     0927540
52130283Franck         Breton     9131920
88183579Rene           Huet       7404025
29639902Cyril          Marty      7649220
60475952Fabien         Boulanger  2545845
51867904Philippe       Blanchard  3764445
53465980Dominique      Robin      3832510
35891210Beatrice       Dumas      8314135
93444734Chloe          Blanc      5816830
76750483Isabelle       Muller     4308840
01448471Nathalie       Benoit     5306835
82038958Jonathan       Prevost    2237040
73603262Herve          Renaud     6052015
07035090Sylvie         Chevalier  6045725
36384417Thomas         Girard     7711250
95009814Guy            Bailly     0130420
56220116Matthieu       Dumont     0727545
24527164Lionel         Antoine    1916945
08792761Julien         Martin     2318440
05249066Matthieu       Grondin    1928925
44251337Michele        Riviere    5100530
61004167Mathieu        Clement    6449630
61592804Elodie         Dupuy      0274125
30940824Jean-Marc      Gauthier   7012015
18249675Laura          Fontaine   8945245
20648001Patrick        Lecomte    4922630
95960806Joel           Jacob      6288320
10007732Nathalie       Hamon      6011235
93204204Lucas          Antoine    9155220
69636642Laetitia       Noel       3316950
08248887Guy            Da Silva   8709550
24649212Sandra         Collet     2164635
79757352Magali         Menard     6432220
85919817Annie          Blanchard  6212235
34302005Clara          Bourgeois  1926140
87452790Nathalie       Meunier    5002640
96484912Daniel         Bailly     8502130
80574918Lionel         Andre      0123340
21326439Bernadette     Olivier    6027545
89753296Severine       Humbert    7033435
93446137Jean-Luc       Pasquier   5100640
02885481Elodie         Deschamps  3338815
14656942Louis          Langlois   1422325
96044785Laure          Dumas      0816530
40719214Anne-marie     Lejeune    4313640
64191580Anne-marie     Leroy      3617830
49679310Gerard         Pasquier   7704210
36491063Lea            Bouchet    6604735
52533879Hugo           Masson     2702235
57465660Valentin       Lebrun     3419810
08901996Gerard         Blanchard  1305010
30614720Enzo           Bertrand   6521120
58283093Patrice        Le Goff    9131235
19696185Frederic       Fleury     5733045
64690071Nadine         Le Goff    2161150
47496813Brigitte       Masson     5135945
86195997Fabienne       Herve      5956940
20182496Ludovic        Poirier    4026815
51413157Nicolas        Barre      5612825
41176125Caroline       Tessier    3230130
85015785Jocelyne       Garcia     5726915
17660086Clara          Guichard   8939245
61582805Brigitte       Baron      7107135
46365108Bernard        Roger      1416330
88680447Joel           Boucher    5443315
75648011Matthieu       Reynaud    8902425
39925966Christelle     Berger     5315330
09944624Jacques        Bouvier    3951335
24261186Antoine        Da Silva   8306910
19449282Christine      Nicolas    4406815
50973710Bernard        Philippe   3204335
15471596Jean-Pierre    Robert     5300220
11804886Agnes          Marie      5244320
41998390Bruno          Nicolas    7114520
47805553Pascale        Louis      8039050
51986205Paul           Leroux     3310850
38260866Laurent        Roussel    8851320
95815066Melanie        Gilbert    7650110
21315489Chantal        Da Silva   3853710
05818791Gerard         Bonnet     8933850
86976141Remi           Menard     3853650
31159124Didier         David      8919845
92067675Nicole         Marie      2549420
63553735Bernard        Benoit     6749345
91059838Michael        Lucas      4223830
84644797Dominique      Barbier    3151225
10034778Christophe     Weber      1807245
32370726Mathilde       Daniel     3606145
17718624Jean-Paul      Millet     8518510
19179761Maryse         Nicolas    2503410
13249378Maryse         Bonnet     7603910
15421720Thierry        Garnier    1733735
26513120Alain          Royer      5235045
84925947Frederic       Duval      6823950
64447185Kevin          Schneider  8716025
28741466Jocelyne       Barthelemy 3806430
57819983Lucas          Monnier    2758425
70015747Jean-Marc      Millet     3617430
57415028Sabrina        Martinez   1442430
00889852Matthieu       Picard     6621150
42361247Josiane        Muller     0329420
55156782Kevin          Colin      8027310
28302145Raphael        Charles    7743010
22124774Celine         Dufour     2126030
32643427Amelie         Cousin     2606120
62396018Jonathan       Bernard    6410410
19440206Sylvie         Berger     7128210
66624951David          Etienne    1426435
40978144Jacqueline     Lacroix    5452650
10447845Jean-Marc      Guillot    6541140
59079620Marie          Julien     8061725
39786892Laure          Germain    1470210
56079454Marine         Perrin     7110445
82623679Pauline        Fleury     6718450
80321210Cedric         Jacquet    7023510
19651147Anne-marie     Pelletier  6257230
16680435Lucie          Paris      8406945
23515040Remi           Gerard     2103550
23955019Joel           Bouvier    0418930
81524731Jean-Michel    Thomas     8078750
80586047Laurence       Roger      0515735
13975135Daniel         Noel       0113330
97105286Estelle        Le Roux    7602830
33254118Lionel         Prevost    8622110
76443915Catherine      Fontaine   5602015
03427557Jerome         Breton     8113415
01328678Florian        Lecomte    1418315
86393366Florian        Dubois     2154445
